Name,Country,Category,Purpose,OrbitClass,OrbitType,Longitude,Mass,LaunchDate,Contractor,LaunchSite,LaunchVehicle,Grouped_Purpose
Starlink-2628,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2629,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2630,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2631,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2632,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2633,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2633,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2634,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2635,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2636,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2637,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2639,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2640,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2641,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2642,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2643,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2644,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2645,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2646,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2647,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2648,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2649,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2651,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2652,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2653,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2654,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2655,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2657,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2658,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2659,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2661,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2666,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2667,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2672,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2673,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2674,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-04,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2675,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2680,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2681,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2682,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2683,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2684,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2685,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2686,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2687,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2688,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2689,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2690,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2691,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2692,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2693,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2695,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2696,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2697,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2698,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2699,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2700,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2701,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2702,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2703,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2704,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2705,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2706,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2707,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2708,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2709,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2711,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2712,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2714,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-15,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2715,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2717,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2719,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2720,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2722,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2723,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2725,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2726,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2727,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2728,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2729,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2731,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2732,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2733,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2734,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2735,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2736,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2737,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2738,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2739,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2740,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2741,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2742,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2743,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2745,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2746,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2748,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2749,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2750,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2751,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2752,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2753,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2754,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2755,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-09,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2756,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2757,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-15,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2758,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-2763,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-05-26,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-3003,USA,Commercial,Communications,LEO,Sun-Synchronous,0.0,260,2021-06-30,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30037               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30038               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-3004,USA,Commercial,Communications,LEO,Sun-Synchronous,0.0,260,2021-06-30,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30040               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30042               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30044               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30046               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30047               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30048               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30049,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-3005,USA,Commercial,Communications,LEO,Sun-Synchronous,0.0,260,2021-06-30,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30050,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30051               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30055               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30057               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30058               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30059              ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30060               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30061               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30063 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30064               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30065               ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,800,2023-02-27,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30083,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30086,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30089,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30090,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30094,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30095,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30096,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30097,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30098,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30099,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30101,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30102,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30103,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30104,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30106,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30107,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30108,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30109,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30112,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-30113,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,750,2023-04-19,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-3042 ,USA,Commercial,Communications,LEO,Polar,0.0,260,2021-09-13,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-3043 ,USA,Commercial,Communications,LEO,Polar,0.0,260,2021-09-13,SpaceX,Vandenberg AFB,Falcon 9,Communications
Starlink-3044 ,USA,Commercial,Communications,LEO,Non-Polar Inclined,0.0,260,2021-11-13,SpaceX,Cape Canaveral,Falcon 9,Communications
Starlink-3045 ,USA,Commercial,Communications,LEO,Polar,0.0,260,2021-09-13,SpaceX,Vandenberg AFB,Falcon 9,Communications
